Text,clean_text,Sentiment
"I like that this is vegan but it really is rather bland. But no worries. I add some mushrooms, some chopped peppers, and my fave hot sauce and it is wonderfully delicious. There is much you can do with this as your base. Nothing is as comforting as a bowl of hot ramen soup. I have tried the miso one too and it is also pretty awesome.",like vegan really rather bland worries add mushrooms chopped peppers fave hot sauce wonderfully delicious much base nothing comforting bowl hot ramen soup tried miso one also pretty awesome,Positive
I have always loved this product. It taste great but the shipping cost is too expensive. It is alot cheaper going to the store and buying it that way you wont have to pay for shipping.,always loved product taste great shipping cost expensive alot cheaper going store buying way wont pay shipping,Positive
"There are lots of postings out there stating that so called ""Cactus Honey"" is not honey form the bees but actually guave juice which is pretty disappointing and deceptive. Would appreciate someone can clarify this.",lots postings stating called cactus honey honey form bees actually guave juice pretty disappointing deceptive would appreciate someone clarify,Positive
"I first bought another brand of coconut butter and found it to my liking in every way. Hoping that all brands will not be so different from each other, I tried Kevala, and was disappointed to find its texture too coarse and dry, as if dried juiced out coconut meat was processed by blender. It does not have the silkiness and softness of coconut flesh as in the other brand. So much for trying another brand; I will stick to the first one I bought.",first bought another brand coconut butter found liking every way hoping brands different tried kevala disappointed find texture coarse dry dried juiced coconut meat processed blender silkiness softness coconut flesh brand much trying another brand stick first one bought,Positive
"I bought 3 of there nut milk bags and and the seems all tore after one use, they sent out 2 replacements (when i bought 3) and they did the same thing. Bad customer service.<br />They do not support there products.",bought nut milk bags seems tore one use sent replacements bought thing bad customer service br support products,Negative
"These taste great are are nicely packaged. They made perfect Christmas gifts and would be a great gift for any occasion. I am not a big fan of dark chocolate, but these are not bitter at all. The chocolate goes perfect with the liquor filling.",taste great nicely packaged made perfect christmas gifts would great gift occasion big fan dark chocolate bitter chocolate goes perfect liquor filling,Positive
This soda is AMAZING!!!!! you have got to get your hands on it! It tastes like real candy (sweatarts) and once you take one sip you have to drink the entire bottle! Then you have to come back to Amazon and order more!!!!! Loved it!,soda amazing got get hands tastes like real candy sweatarts take one sip drink entire bottle come back amazon order loved,Positive
"I have yet to find a superior dry cat food. I prefer to feed my cat a raw diet, but sometimes it isn't possible. An apartment doesn't have a place for an extra freezer so unfortunately a raw diet isn't feasible. This food is the closest to a raw diet you can get in a dry kibble. NO GRAIN and all meat proteins, exactly how cats want it. And like other reviewers commented, cats LOVE it. My cat always runs hopefully to his CORE storage bin when I start to open it and cries and begs until it is on his dish. My cat's coat is glossy, thick, healthy and barely sheds. His eyes are clear and bright. He has tons of energy and every year his vet is impressed with how healthy he is. No digestive problems, and no kidney problems that are so common in cats fed grain cat food.<br />I strongly recommend this cat food!",yet find superior dry cat food prefer feed cat raw diet sometimes possible apartment place extra freezer unfortunately raw diet feasible food closest raw diet get dry kibble grain meat proteins exactly cats want like reviewers commented cats love cat always runs hopefully core storage bin start open cries begs dish cat coat glossy thick healthy barely sheds eyes clear bright tons energy every year vet impressed healthy digestive problems kidney problems common cats fed grain cat food br strongly recommend cat food,Positive
The product arrived on time and was in good shape. No melted chocolate. Saved me some money and gave me the best candy on the block for Halloween.,product arrived time good shape melted chocolate saved money gave best candy block halloween,Positive
"If ou don't have the patience or care how your tea tastes, these capsules will work fine.  However, you can get the same effect by putting a tea bag in your Keurig.  PG Tips bags make a nice stout cup even in a Keurig.  Me?  I favor boiling water and steeping for five minutes in a pot.  Wife and son are fine with the Keurig brew.",ou patience care tea tastes capsules work fine however get effect putting tea bag keurig pg tips bags make nice stout cup even keurig favor boiling water steeping five minutes pot wife son fine keurig brew,Positive
"First the product came with a peculiar oder, like a perfume. It did have a sweetning effect on my drinks. However, after about a week, the packets began to harden, perhaps from absorbing moisture. Now the product is worthless as I cannot even get it out of the paper packages.",first product came peculiar oder like perfume sweetning effect drinks however week packets began harden perhaps absorbing moisture product worthless cannot even get paper packages,Positive
"My dogs (English Springer Spaniels) get a chew every morning after their breakfast. But I always make sure that it is a specific kind of chew and CET Chews meet that requirement.  The dogs like the taste and eagerly attack this chew while cleaning their teeth in the same mode.<br />The chews I purchased are a nice size for medium to large dogs and if you are looking for a good dental chew, then this product comes highly recommended.<br />I will surely purchase this again for my dogs.",dogs english springer spaniels get chew every morning breakfast always make sure specific kind chew cet chews meet requirement dogs like taste eagerly attack chew cleaning teeth mode br chews purchased nice size medium large dogs looking good dental chew product comes highly recommended br surely purchase dogs,Positive
"I mix this soft food with my Boston Terrier's dry food, so I don't use much for each meal. Using the larger cans meant I would end up throwing half a can away.<br /><br />Wellness brand is very high quality food, and has been working very well for our dog who has a very sensitive stomach.",mix soft food boston terrier dry food use much meal using larger cans meant would end throwing half away br br wellness brand high quality food working well dog sensitive stomach,Positive
"Soda is one of my big weaknesses.  But lately I've been on a diet and realized that I had to cut out all the sweet stuff, including soda.  I've always had a hard time finding a substitute drink that satisfied me (I hate diet sodas and drinks), until I came across the superfruit punch.  I like how it is mildly sweet, had less calories than a regular soda and is very refreshing.  I also like how this drink does not make me feel more thirsty.  It's a great option for people looking for a bit of sweetness in their lives, without the guilt of soda.",soda one big weaknesses lately diet realized cut sweet stuff including soda always hard time finding substitute drink satisfied hate diet sodas drinks came across superfruit punch like mildly sweet less calories regular soda refreshing also like drink make feel thirsty great option people looking bit sweetness lives without guilt soda,Positive
I used to purchase my Blacken seasoning at a high end<br />grocer... it was pretty expensive. Sadly he stopped<br />carrying it.. Looking in regular retailers I was dissapointed<br />in the size and price and source of similar products. When<br />I saw Amazon was carrying this large quantity for a reasonable<br />price I was thrilled...<br />I used it oonce... the flavot is horrible... don't waste your<br />money..,used purchase blacken seasoning high end br grocer pretty expensive sadly stopped br carrying looking regular retailers dissapointed br size price source similar products br saw amazon carrying large quantity reasonable br price thrilled br used oonce flavot horrible waste br money,Negative
"I recently purchased a 6 pack of Mrs. Dash Onion and Herb Seasoning Blend and couldn't be happier!  I tried this product when I saw it new in the store and loved it - but it has become harder to find since so many competitors are offering similar products to the Mrs. Dash line now.  This particular blend is my favorite - I don't need to keep onions in the pantry any more since the onion flavor is just what I like.  The price was a little better than the usual price in the store, and now I don't have to worry about not being able to find it - I'm so glad I found this offer on Amazon!",recently purchased pack mrs dash onion herb seasoning blend happier tried product saw new store loved become harder find since many competitors offering similar products mrs dash line particular blend favorite need keep onions pantry since onion flavor like price little better usual price store worry able find glad found offer amazon,Positive
I would not purchase this coffee again. Although drinkable- it needs a lot of creamer to drown out the bitterness.,would purchase coffee although drinkable needs lot creamer drown bitterness,Negative
If you like a dark bold flavor this is the one for you.  Starbucks Sumatra coffee is a deep rich flavor that bold coffee drinkers will love.,like dark bold flavor one starbucks sumatra coffee deep rich flavor bold coffee drinkers love,Positive
I can be picky about what water I drink and Smart Water happens to be one brand that I really enjoy. This price is pretty good for what you get.,picky water drink smart water happens one brand really enjoy price pretty good get,Positive
I love cheesecake. It has always been one of my favorite indulgences. My favorite out of these has got to be Snickerdoodle. They are fast and easy and delicious.,love cheesecake always one favorite indulgences favorite got snickerdoodle fast easy delicious,Positive
My husband makes salsa from these tomatoes.  The fire roasted specs add alot to the flavor.  I've bought Muir Glen for years and never had a problem.  Cases of cans from Amazon tend to arrive with at least a few dented though.,husband makes salsa tomatoes fire roasted specs add alot flavor bought muir glen years never problem cases cans amazon tend arrive least dented though,Positive
I was thrilled to get this product. I had looked in several grocery stores with no success. It is a great low fat/low carb dressing. It tastes great as well. I appreciate having Amazon where I can usually find what I am looking for.,thrilled get product looked several grocery stores success great low fat low carb dressing tastes great well appreciate amazon usually find looking,Positive
"Great product for those of us who like pies and thought they would never be able to eat them again!  This product makes a great flaky crust.  Measure the ingredients carefully to make sure you are not adding too much butter, etc.  Add the water a little at a time.  The crusts can be difficult to roll out if they are too wet.  I usually make all four crusts at one time and freeze the extras.  I've found that the crusts are better when baked before adding the pie filling.  I honestly don't think that anyone would be able to tell that this is not a traditional pie crust.",great product us like pies thought would never able eat product makes great flaky crust measure ingredients carefully make sure adding much butter etc add water little time crusts difficult roll wet usually make four crusts one time freeze extras found crusts better baked adding pie filling honestly think anyone would able tell traditional pie crust,Positive
"I'm sure they were fine, my grand-nephew to whom I sent them for Xmas didn't bother to let me know if they arrived or not, but I am sure they were fine.  Thank you.  I know they were delivered in a timely manner. Happy New Year.",sure fine grand nephew sent xmas bother let know arrived sure fine thank know delivered timely manner happy new year,Positive
"Love these in salad, smoky flavor replaces high fat bacon bits and the texture has replaced the raisins I used before choosing to cut back calories.  The regular ones are good too, but my favorites are the smoked.",love salad smoky flavor replaces high fat bacon bits texture replaced raisins used choosing cut back calories regular ones good favorites smoked,Positive
"I was excited to purchase BPA free canned beans from a reputable company, Eden Foods, who I must admit I think I have a brand preference towards, because I appreciate the effort they put into setting high standards for their products and finding growers who can provide them with that. While I do want to eventually switch to using dried beans because I think that its less packaging and better price versus the canned, I am busy sometimes and find that to have some canned beans in the pantry on stock has been very helpful. The kidney beans in the can are nice big beans, and taste delicious.<br /><br />Kidney beans are great cold out of the can in salads with kale, red onion, avocado, and sprouts and I love them in soups! (But shortly before the soup is ready as you dont want them to get too mushy) I was happy about my purchase and will continue to buy Eden Kidney Beans, whether it be canned or dried.",excited purchase bpa free canned beans reputable company eden foods must admit think brand preference towards appreciate effort put setting high standards products finding growers provide want eventually switch using dried beans think less packaging better price versus canned busy sometimes find canned beans pantry stock helpful kidney beans nice big beans taste delicious br br kidney beans great cold salads kale red onion avocado sprouts love soups shortly soup ready dont want get mushy happy purchase continue buy eden kidney beans whether canned dried,Positive
"This soup made me physically ill. Not a pleasant texture or taste. Actually, it was so bad that I haven't been able to look at split pea soup the same way ever since. I'm not using hyperbole, I don't think I'll ever be able to eat split pea soup again.",soup made physically ill pleasant texture taste actually bad able look split pea soup way ever since using hyperbole think ever able eat split pea soup,Negative
"This is great food for dogs! My dogs usually weren't too enthusiastic about dry food, but they eat this stuff without any problems. I love that it is very healthy for them and grain-free with no undesirable ingredients. I supplement their food with salmon oil, so I'm happy to feed them this product, which has a reduced amount of fat. I also mix this dry food with other premium dry food or premium can food sometimes. I really enjoy providing my dogs with a variety of highly-palatable food that is good for them. One of my dogs had skin/allergy problems, and the healthy diet with reduced grains and increased omega oils has completely healed her skin and made her coat softer. This Wellness CORE Grain-free Dry Dog Food, Reduced Fat Recipe, is the one premium dry dog food that I mix with everything my dogs eat (with added salmon oil most of the time, although I did test them to see if they would eat it without the salmon oil, and they did). I highly recommend this wonderful product. A+++++",great food dogs dogs usually enthusiastic dry food eat stuff without problems love healthy grain free undesirable ingredients supplement food salmon oil happy feed product reduced amount fat also mix dry food premium dry food premium food sometimes really enjoy providing dogs variety highly palatable food good one dogs skin allergy problems healthy diet reduced grains increased omega oils completely healed skin made coat softer wellness core grain free dry dog food reduced fat recipe one premium dry dog food mix everything dogs eat added salmon oil time although test see would eat without salmon oil highly recommend wonderful product,Positive
This has wonderful flavor--quite spicy but deliciously rich.  Not as hard to chew as some other jerkys.  Would highly recommend.,wonderful flavor quite spicy deliciously rich hard chew jerkys would highly recommend,Positive
"This stuff sounded too good to be true, but I tried it anyhow, and WOW am I glad that I did! I usually eat PB2 as a snack spread on a chocolate Vitatop muffin. I mix 1 tablespoon (22 calories!) with just enough water to make a good spreadable consistency, and then spread it on the muffin top. So yummy! I'm not sure why there are 10 or so one-star reviews... I guess if you are looking for the creaminess of peanut butter, then you won't like this because it doesn't have any oil in it. It's also more like natural peanut butter and not like Jif or Peter Pan, which have lots of added sugar. The powder also tends to repel liquids, so you have to treat it a bit like flour if you want to mix it into something else. Start by mixing a small amount of water with the powder until it loses the powdery texture, then add the peanut powder/water mixture to your recipe.",stuff sounded good true tried anyhow wow glad usually eat pb snack spread chocolate vitatop muffin mix tablespoon calories enough water make good spreadable consistency spread muffin top yummy sure one star reviews guess looking creaminess peanut butter like oil also like natural peanut butter like jif peter pan lots added sugar powder also tends repel liquids treat bit like flour want mix something else start mixing small amount water powder loses powdery texture add peanut powder water mixture recipe,Positive
"These are a tasty little treat to have every once in awhile.  It is hard to find grab and go snacks when trying to eat gluten free and paleo.  These are little high on the sugar side (all from fruit, no added sugar) but these are great if you aren't all that concerned with that.",tasty little treat every awhile hard find grab go snacks trying eat gluten free paleo little high sugar side fruit added sugar great concerned,Positive
"I thought that (1)package of cocoa was enough to receive a good chocolate taste, and the marshmallows gave an additional sweetness, for a nice cup of hot cocoa.",thought package cocoa enough receive good chocolate taste marshmallows gave additional sweetness nice cup hot cocoa,Positive
"I think the price point is perfect to begin with.  It does have a strong smell but it does say ""caffeine"".  It goes on smooth and soaks in easy, no greasy & does not clog pores or hurt eyes.  I also like the fact that all the ingredients are familiar to me.  I recommend it.",think price point perfect begin strong smell say caffeine goes smooth soaks easy greasy clog pores hurt eyes also like fact ingredients familiar recommend,Positive
"Compared to the grocery store, its more than 50% off.  So what you have to mix it up, don't be a sissy. ;)",compared grocery store mix sissy,Neutral
"A delightful new taste in each package.  I love nut snacks, so ordered this as a gift for me!  All are just scrumptious and addictive!  So went back to order more, but price had gone way up since Xmas..darn.  What else can one say??  Grab them if you can and ENJOY..........",delightful new taste package love nut snacks ordered gift scrumptious addictive went back order price gone way since xmas darn else one say grab enjoy,Positive
"I am a white, white Maltese. Before Mommy started giving me the Pro-Treat Beef Liver, freeze dried, my tears were black and stained my face. With my enjoying one treat per day, my beautiful white face is so beautiful.  I eat only natural, non colored food and drink spring water. But Mommy says the treats were the icing on the cake. AND, I love them too.",white white maltese mommy started giving pro treat beef liver freeze dried tears black stained face enjoying one treat per day beautiful white face beautiful eat natural non colored food drink spring water mommy says treats icing cake love,Positive
"I had to return this item. The peanuts were not marshmallow at all, but hard as rocks. I doubt it would be humanly possible to bite and/or chew these peanuts. They were all stuck together in the package and there was residue all over the inside of the bag. I'm not sure if they are super old or the bag was not sealed properly. The bag I received was from sweetgourmet.com. First item I have ever had to return to Amazon. We are prime too so we are buying on here a few times a week",return item peanuts marshmallow hard rocks doubt would humanly possible bite chew peanuts stuck together package residue inside bag sure super old bag sealed properly bag received sweetgourmet com first item ever return amazon prime buying times week,Positive
"Great almost expired bread,<br /><br />if only it would arrive with a little longer expiration date.<br /><br />SUGGESTION FOR YOU ALL: ONLY BUY ONE PACKAGE!<br /><br />The trouble is, I like to order several packages, and for some reason Amazon is sending out the bread with only very litte time till it expires.<br /><br />This style bread is supposed to hold for years, and is good to keep in stock for emergencies like hurricanes here in FL, or would be, if it would arrive from Amazon even half fresh!<br /><br />This time I got the bread with expiration date 01/2011 and 02/2011 I ordered in December 2010<br /><br />The expiration date, when it leaves from factory, and arrives to wholesale, surely is more than 2 weeks, probably has 1-2 years if not 5 years on it!<br /><br />I am getting the feeling you are buying some old expired wholesale bread cheap!<br /><br />I am hoping to order this bread in the future with at least 3, rather 6 months stamped expiring date on the package!<br /><br />this is SECOND TIME AMAZON is sending me OLD bread = bread that expires in 1-2 weeks<br />NOT HAPPY! It is only so much crisp bread a person can eat in a week or two<br /><br />!!!!!!!!!!!!!!!!!!!!!!!!<br /><br />Bad Bad deal!",great almost expired bread br br would arrive little longer expiration date br br suggestion buy one package br br trouble like order several packages reason amazon sending bread litte time till expires br br style bread supposed hold years good keep stock emergencies like hurricanes fl would would arrive amazon even half fresh br br time got bread expiration date ordered december br br expiration date leaves factory arrives wholesale surely weeks probably years years br br getting feeling buying old expired wholesale bread cheap br br hoping order bread future least rather months stamped expiring date package br br second time amazon sending old bread bread expires weeks br happy much crisp bread person eat week two br br br br bad bad deal,Positive
This is my favorite coconut oil for the following reasons...<br /><br />it is delightfully fragrant<br />the smooth texture<br />tastes like it should...coconutty :)<br />fries and cooks and bakes like a charm<br />delectable hand cream<br /><br />My only complaint is that one side (approx. 1 cup) was empty. I hope not to find that problem in future purchases.,favorite coconut oil following reasons br br delightfully fragrant br smooth texture br tastes like coconutty br fries cooks bakes like charm br delectable hand cream br br complaint one side approx cup empty hope find problem future purchases,Positive
My 7 month old golden retriever enjoys these treats! They have helped with training and she basically inhales these when I give them to her.,month old golden retriever enjoys treats helped training basically inhales give,Positive
This pasta tastes like regular pasta. I eat along with my husbad who has to eat gluten free.,pasta tastes like regular pasta eat along husbad eat gluten free,Positive
"I love this tea.. It was recomended to me by my Dr. to help during pregnancy.. Doesn't taste too bad with some honey, and makes me feel more relaxed.",love tea recomended dr help pregnancy taste bad honey makes feel relaxed,Positive
"I believe this product is of equal quality of some the Italian imported Semolina flours. I am one who does NOT use egg nor white flour to mix in my pasta dough and I find this semolina to be extremely pliable. Not to mention the price here! I love the Italian-imported flours but it becomes way too costly because of the shipping. The fact that Amazon is offering FOUR BAGS of this flour for just over $12 is a steal!!! I live in New York, and when you want a high quality product, you usually end up having to go to a foo-foo upscale gourmet store where you'll end up paying an arm & a leg. I found a 1 lb bag of semolina for roughly $6.00...absurdity! I think this is one of the items where I'll take advantage of the re-order feature because it's simply more economically effective considering I don't want to purchase manufactured pasta anymore. Can't say enough about the quality of this flour...really all I use in my dough is semolina, water, salt and a tbsp of olive oil- makes perfectly flavorful, delicious pasta!!",believe product equal quality italian imported semolina flours one use egg white flour mix pasta dough find semolina extremely pliable mention price love italian imported flours becomes way costly shipping fact amazon offering four bags flour steal live new york want high quality product usually end go foo foo upscale gourmet store end paying arm leg found lb bag semolina roughly absurdity think one items take advantage order feature simply economically effective considering want purchase manufactured pasta anymore say enough quality flour really use dough semolina water salt tbsp olive oil makes perfectly flavorful delicious pasta,Positive
I love this Lentil soup. I was thrilled to see it available on Amazon.com. It can be difficult to find in the grocery store.<br />The price is terrific on Amazon!,love lentil soup thrilled see available amazon com difficult find grocery store br price terrific amazon,Positive
My husband is hooked on these mints and the cinnamon flavor is hard to find in stores. Was great to purchase enough to last him a while.,husband hooked mints cinnamon flavor hard find stores great purchase enough last,Positive
"""BUFFY"" LOOKS FORWARD TO HER ""TOY"" EVERY AFTERNOON.  MY BIGGEST FEAR IS RUNNING OUT OF REFILLS BEFORE I CAN ORDER AND RECEIVE MORE.",buffy looks forward toy every afternoon biggest fear running refills order receive,Negative
This rice was quick to fix and the flavor was remarkable. Add to that the fact that the rice is organic only adds to the excellence of the product. LOVED IT!!,rice quick fix flavor remarkable add fact rice organic adds excellence product loved,Positive
"I never write reviews.  Don't care to spend the time.<br /><br />But for these mints????<br /><br />I am a cinnamon freak!  I can't get enough of any cinnamon candy no matter how hot, sweet, or hard they can be.  These are by far the best cinnamon mints that exist.<br /><br />Enough said...",never write reviews care spend time br br mints br br cinnamon freak get enough cinnamon candy matter hot sweet hard far best cinnamon mints exist br br enough said,Positive
"Even though I opted out of recieving ""email reminders"" to leave feedback/reviews I just received one from this company, so here's my review:<br /><br />I've already left a review for the SodaStream machine, and it is not complimentary due to the monopoly on the CO2.  Had this firm read my recent reviews they would have seen that I dislike being asked to leave feedback and reviews.  It is unprofessional.<br /><br />The product is just ok, but being hounded to leave reviews/feedback prevents even a three star review.  If I were to buy this product again, and that is very doubtful, I'd go back to buying from a brick and mortar retail store, pay a higher price and sales tax.",even though opted recieving email reminders leave feedback reviews received one company review br br already left review sodastream machine complimentary due monopoly co firm read recent reviews would seen dislike asked leave feedback reviews unprofessional br br product ok hounded leave reviews feedback prevents even three star review buy product doubtful go back buying brick mortar retail store pay higher price sales tax,Negative
"Royal Oak is the very best at this moment.  There are a dozen other brands that I have tried and, speaking as a former Virginian, this one is at the summit.  They are so large, so crunchy, and so tasty that you will insist on EATING THEM ONE AT A TIME.  The Royal Oak container is still a 40-ounce can, which was once the industry standard.  Many competitors have slipped to 36 ounces or even 32.  Be careful when you select others.  You may not be buying the number of peanuts you expected.  Don't accept any peanuts that were canned over six months ago, as they could be stale.  I am not connected with this company in any way, other than as a customer.",royal oak best moment dozen brands tried speaking former virginian one summit large crunchy tasty insist eating one time royal oak container still ounce industry standard many competitors slipped ounces even careful select others may buying number peanuts expected accept peanuts canned six months ago could stale connected company way customer,Positive
"I love this mix and I use it for everything. I like baking with it better than with wheat flour.<br /><br />HOWEVER, I sure wish they would fix the zipper on the 4lb bags. Drives me nuts. I can never get them to close properly.",love mix use everything like baking better wheat flour br br however sure wish would fix zipper lb bags drives nuts never get close properly,Positive
"I love Cashews, but this product SUCKED! It had too much Pepper. I washed them off and put them in the toaster oven to freshen them up. Now they are semi descent.",love cashews product sucked much pepper washed put toaster oven freshen semi descent,Positive
"This cereal is a great way to start your day.  Just by itself, I will admit, it is a little bland.  Here is how I eat it every day.  1 bowl with two teaspoons of splenda, some cinnamon, and unsweetened vanilla almond breeze almond milk (half the calories of milk, can be found at Trader Joe's or whole foods).  Wonderful!",cereal great way start day admit little bland eat every day bowl two teaspoons splenda cinnamon unsweetened vanilla almond breeze almond milk half calories milk found trader joe whole foods wonderful,Positive
I love the taste and consistency of this bar. And the added calcium is a plus. But I try not to eat it too often because it has 12 grams of fat and the saturated fat is 25% of daily value. And 2g of protein is a bummer.,love taste consistency bar added calcium plus try eat often grams fat saturated fat daily value g protein bummer,Positive
"A friend of mine raved about this tea and I love Bigelow Earl Grey Tea, so I decided to try it. Now I have six boxes of a tea I don't like as much as Bigelow.  It is too candy-like for my taste; I like a bit more tea flavor. So I would definitely recommend trying it before you buy 6 boxes.",friend mine raved tea love bigelow earl grey tea decided try six boxes tea like much bigelow candy like taste like bit tea flavor would definitely recommend trying buy boxes,Positive
"<span class=""tiny""> Length:: 5:41 Mins<br /><br /></span>Live taste-test featuring two fans who eat gluten free.",span class tiny length mins br br span live taste test featuring two fans eat gluten free,Positive
"Our family loves these pop tarts and we were glad to find them as the grocery stores will no longer carry them.  That said, at least three of the pop tart boxes were crushed upon delivery.  Makes them hard to toast and eat.  I am not sure who I can tell to make sure they are handled better next time.",family loves pop tarts glad find grocery stores longer carry said least three pop tart boxes crushed upon delivery makes hard toast eat sure tell make sure handled better next time,Positive
"This is a dark, chocolaty cofee. Grind works well in my stovetop espresso maker. I have tried many different espresso blends and was not sure how this would be since it is a blend of robusto and arabica beans but it is rich, dark, and as others have remarked, not at all acidic or bitter. My new favorite.",dark chocolaty cofee grind works well stovetop espresso maker tried many different espresso blends sure would since blend robusto arabica beans rich dark others remarked acidic bitter new favorite,Positive
"Love this product and since I had a hard time finding it, was so happy to see it on Amazon!  It is a easy meal that is full of flavor and the meat gets extremly tender and delicious!  I'll be ordering more when I run out!",love product since hard time finding happy see amazon easy meal full flavor meat gets extremly tender delicious ordering run,Positive
"I was buying <a href=""http://www.amazon.com/gp/product/B002IYDXVE"">Enfamil Premium Lipil Single Serve Powder Packets 17.4 g Sticks, 16-Count Boxes (Pack of 2)</a>, they will make 4oz of formula and are in packages just like sports drinks...HOWEVER the packaging SUCKS. Baby formula does not pour well and can get caught in the tinest of wrinkle and then come rushing out when it makes it way past. It's very light and fluffy so spills go everywhere. The single serve sticks are also larger, longer in length and can take up space in your diaper bag, you can't fold them up it's just awkward all around, especially to pour them in the car or at the mall, etc. Not to mention EXPENSIVE. Really EXPENSIVE, 8 packs for $12-$16. Meaning 8 bottles for that, when a whole formula case is $25. MAKE YOUR OWN SINGLE SERVE SOLUTIONS! I really can't express to you how awful the packaging is on these, they spill every single time, I'm no butterfingers so I know it's not me. The tear wrong, the formula comes gushing out after you try to coax it down when it gets stuck no matter how hard you try to flatten it out before you open. All in all, this is a great idea in theory, it just fails in design.<br /><br />Here are two cheaper and more efficient solutions:<br /><br /> Most moms have and use either the <a href=""http://www.amazon.com/gp/product/B000RFCXIK"">Munchkin Powdered Formula Dispenser Combo Pack, Colors Vary</a> or a variant of it ( hear its not as good as this one and I believe it). We got a <a href=""http://www.amazon.com/gp/product/B0006BAJIG"">Philips AVENT Formula BPA-Free Dispenser/Snack Cup</a>and I think it's excellent quality and wonderful, the dividers do not ""leak"" into each other at all since it's one piece mold, and you can just take it out if you want to use for snacks, it's a must have. That said, its so big in my diaper bag. I like to have as much room in my bag as I can, and every inch counts.<br /><br />So I got These plastic bags make it possible. Plus if I have sports powdered mixes, etc I can use these as well for myself.  Why not make your own single serve pouches? I looked into a few kinds and these <a href=""http://www.amazon.com/gp/product/B002EDINH8"">500 Poly Bag Clear Zipper Shipping Bags 3"" X 4""</a> were the best economically, (bags for cost) I can pack 3 or 4 bottles worth in the same space that a pack of altoids would take up, less actually. About 2 or 3 on top of each other is the thickness of my iphone 4. I can fit about 8 bags inside the avent formula dispenser. This is way better than the size more conventional formula dispensers hold. The best way to pour it into your cup or baby bottle ( from experience ) is to pinch it at the ziplock seam, open it so that the left corner is touching the right corner, and pour it out. Never spill a drop, no mess all over the place, love it.<br /><br />That said I would NEVER Give up the avent formula dispenser, I actually bought another because I love using them at home. I sit these out on the counter and I don't have to clutter up the kitchen, plus when a baby sitter comes over I just tell her pour one compartment into the bottle and shake. I also fill up bottles of water and have them waiting at the ready so I practically have to  nothing to make a bottle when I am tired or relying on others. These are a must have. If you don't want to fuss with the baggies, I would say this is the best compact formula dispenser for your money and on the market, hands down it sweeps the competition. Don't buy the cheaper ones, their dividers SUCK and the lid is iffy. This is the one that works best. Also, the best way to pout it out and get it all out quick and fast is to line up the hole with the bottle and SHAKE SIDE TO SIDE Rapidly. Back and forth, left to right, three or four times and it's all out! Don't worry, you wont spill and the formula wont get mixed up in the compartments.<br /><br />These options are the best value for your money. You have a new baby, you have PLENTY of other things to spend your money on, the list never ends babies suck you dry, so don't waste the money on these if you don't have to. Hope this helps.",buying href http www amazon com gp product b iydxve enfamil premium lipil single serve powder packets g sticks count boxes pack make oz formula packages like sports drinks however packaging sucks baby formula pour well get caught tinest wrinkle come rushing makes way past light fluffy spills go everywhere single serve sticks also larger longer length take space diaper bag fold awkward around especially pour car mall etc mention expensive really expensive packs meaning bottles whole formula case make single serve solutions really express awful packaging spill every single time butterfingers know tear wrong formula comes gushing try coax gets stuck matter hard try flatten open great idea theory fails design br br two cheaper efficient solutions br br moms use either href http www amazon com gp product b rfcxik munchkin powdered formula dispenser combo pack colors vary variant hear good one believe got href http www amazon com gp product b bajig philips avent formula bpa free dispenser snack cup think excellent quality wonderful dividers leak since one piece mold take want use snacks must said big diaper bag like much room bag every inch counts br br got plastic bags make possible plus sports powdered mixes etc use well make single serve pouches looked kinds href http www amazon com gp product b edinh poly bag clear zipper shipping bags x best economically bags cost pack bottles worth space pack altoids would take less actually top thickness iphone fit bags inside avent formula dispenser way better size conventional formula dispensers hold best way pour cup baby bottle experience pinch ziplock seam open left corner touching right corner pour never spill drop mess place love br br said would never give avent formula dispenser actually bought another love using home sit counter clutter kitchen plus baby sitter comes tell pour one compartment bottle shake also fill bottles water waiting ready practically nothing make bottle tired relying others must want fuss baggies would say best compact formula dispenser money market hands sweeps competition buy cheaper ones dividers suck lid iffy one works best also best way pout get quick fast line hole bottle shake side side rapidly back forth left right three four times worry wont spill formula wont get mixed compartments br br options best value money new baby plenty things spend money list never ends babies suck dry waste money hope helps,Positive
"Delicious, fragrant tea.  This is the best chai tea I've ever tasted and it's very inexpensive (as far as this kind of tea goes).  I used to buy it in local stores but it's been unavailable the last year. I can't live without it and was glad to find it on Amazon.",delicious fragrant tea best chai tea ever tasted inexpensive far kind tea goes used buy local stores unavailable last year live without glad find amazon,Positive
"The Green Mountain Co. has a great assortment of different coffees and teas, and many are my favorites.  This variety box has many good ones, but there were about half that are in the stronger, dark roast category, such as the dark roast and french roast. I find these a bit stronger than I like, so I make a 12 oz. mug using two sixes. Overall a good product, I would just prefer a few more of the light and medium roasts like Donut Shop.",green mountain co great assortment different coffees teas many favorites variety box many good ones half stronger dark roast category dark roast french roast find bit stronger like make oz mug using two sixes overall good product would prefer light medium roasts like donut shop,Positive
"Over the years I've tried every energy and protein bar out there but these are the best tasting I've ever had especially the chocolate ones. I have to hide them from my kids who think they are candy bars, delicious.",years tried every energy protein bar best tasting ever especially chocolate ones hide kids think candy bars delicious,Positive
